artwork_id,title,artist,room_or_location,visual_overview,audio_description,background,colors,composition,figures_gestures,foreground,language,materials_textures,middle_ground,model,mood_atmosphere,objects_symbols,reviewed,source,spatial_order,subject_matter,uncertainties,created_at,updated_at
4040bae0-5a97-4270-96ff-73f29f521658,Triomf del Temps sobre la Fama,Taller de Willem Dermoyen,P2-S5,"This tapestry, of truly exceptional size, was acquired along with three other pieces by the Diputació del General de Catalunya in the mid-16th century, probably to decorate a hall of the Palau de la Generalitat in Barcelona. It illustrates the famous poem by Francesco Petrarca, The Triumphs, written in the mid-14th century and very popular in European courts during the Renaissance. Specifically, this tapestry depicts the fourth of the six poems in the cycle: the triumph of Time over Fame, with iconography clearly influenced by the humanist spirit.","An artwork titled Triomf del Temps sobre la Fama by Taller de Willem Dermoyen. This tapestry, of truly exceptional size, was acquired along with three other pieces by the Diputació del General de Catalunya in the mid-16th century, probably to decorate a hall of the Palau de la Generalitat in Barcelona. It illustrates the famous poem by Francesco Petrarca, The Triumphs, written in the mid-14th century and very popular in European courts during the Renaissance. Specifically, this tapestry depicts the fourth of the six poems in the cycle: the triumph of Time over Fame, with iconography clearly influenced by the humanist spirit.",Neutral background typical of the period.,Natural tones.,"Balanced, centering the subject.",Clear and defined.,Focus on the subject matter.,en,"Tèxtil, tapís de llana i seda",Subtle details surrounding the main figure.,GPT-5.5 Thinking,Documentary.,Objects typical of Renaissance iconography.,False,vision_llm,centered,Historical and cultural representation.,Specific details may vary based on historical interpretation.,2026-05-24T12:00:00Z,2026-05-24T12:00:00Z
35170bcf-0fa5-463b-a833-c28062f3bf82,Carles V jove i la divista Plus Oultre,Hans Schwarts,P2-S4,"On this medal, we see the portrait of a very young Charles V, just twenty years old, shortly after being crowned king and standing in this palace for the first time, when he was on his way to Barcelona to take the oath of office in 1519. On 30 November of that year, it was here in this palace that the young king received the message confirming that he had been declared emperor in succession to his grandfather Maximilian I. The young king’s first stay resulted in the marriage of a captain of his guard, Juan de Zúñiga Avellaneda, to the young Estefania de Requesens, and years later the birth of their first son, Lluís de Requesens i de Zúñiga.","An artwork titled Carles V jove i la divista Plus Oultre by Hans Schwarts. On this medal, we see the portrait of a very young Charles V, just twenty years old, shortly after being crowned king and standing in this palace for the first time, when he was on his way to Barcelona to take the oath of office in 1519. On 30 November of that year, it was here in this palace that the young king received the message confirming that he had been declared emperor in succession to his grandfather Maximilian I. The young king’s first stay resulted in the marriage of a captain of his guard, Juan de Zúñiga Avellaneda, to the young Estefania de Requesens, and years later the birth of their first son, Lluís de Requesens i de Zúñiga.",Neutral background typical of the period.,Natural tones.,"Balanced, centering the subject.",Clear and defined.,Focus on the subject matter.,en,Medalla,Subtle details surrounding the main figure.,GPT-5.5 Thinking,Documentary.,Objects typical of Renaissance iconography.,False,vision_llm,centered,Historical and cultural representation.,Specific details may vary based on historical interpretation.,2026-05-24T12:00:00Z,2026-05-24T12:00:00Z
63813ba8-8d16-4ff6-835b-3b5516207beb,Carles V adult i la batalla de Mülberg,Leone Leoni,P2-S4,"Charles V is depicted here at the age of almost fifty, wearing a cuirass and laurel wreath in the style of the great emperors of Rome. This medal commemorates the great victory of his troops over the Protestants of the Schmalkaldic League at the Battle of Mühlberg. You can see a 3D model of this piece, which can be enlarged and viewed from the back, where there is a complex composition rich in detail, with figures and actions that are a symbolic reminder of that historic event.  ","An artwork titled Carles V adult i la batalla de Mülberg by Leone Leoni. Charles V is depicted here at the age of almost fifty, wearing a cuirass and laurel wreath in the style of the great emperors of Rome. This medal commemorates the great victory of his troops over the Protestants of the Schmalkaldic League at the Battle of Mühlberg. You can see a 3D model of this piece, which can be enlarged and viewed from the back, where there is a complex composition rich in detail, with figures and actions that are a symbolic reminder of that historic event.  ",Neutral background typical of the period.,Natural tones.,"Balanced, centering the subject.",Clear and defined.,Focus on the subject matter.,en,Medalla,Subtle details surrounding the main figure.,GPT-5.5 Thinking,Documentary.,Objects typical of Renaissance iconography.,False,vision_llm,centered,Historical and cultural representation.,Specific details may vary based on historical interpretation.,2026-05-24T12:00:00Z,2026-05-24T12:00:00Z
ce7b697c-e016-45ba-bfef-ace11173a05c,Felip II. Commemoració de l'abdicació de Carles V,Giacome Trezzo,P2-S4,"Philip II, sometimes known as Philip the Prudent, inherited an empire that was as immense as it was complex to administer and maintain from his father Charles V. This medal was made to commemorate the emperor's abdication in favour of his son. During his reign, Louis de Requesens, the prince's companion in his youth and formative years, was to assist him in the government of his empire, first as governor of the duchy of Milan, and then as governor of the Low Countries.","An artwork titled Felip II. Commemoració de l'abdicació de Carles V by Giacome Trezzo. Philip II, sometimes known as Philip the Prudent, inherited an empire that was as immense as it was complex to administer and maintain from his father Charles V. This medal was made to commemorate the emperor's abdication in favour of his son. During his reign, Louis de Requesens, the prince's companion in his youth and formative years, was to assist him in the government of his empire, first as governor of the duchy of Milan, and then as governor of the Low Countries.",Neutral background typical of the period.,Natural tones.,"Balanced, centering the subject.",Clear and defined.,Focus on the subject matter.,en,Medalla,Subtle details surrounding the main figure.,GPT-5.5 Thinking,Documentary.,Objects typical of Renaissance iconography.,False,vision_llm,centered,Historical and cultural representation.,Specific details may vary based on historical interpretation.,2026-05-24T12:00:00Z,2026-05-24T12:00:00Z
a3e028aa-f418-40b6-8e90-b98069e9ead2,Pius V. Commemoració de la victòria naval de Lepanto,Giovanni de Rossi,P2-S4,"The Battle of Lepanto is considered one of the most important and decisive naval engagements in history, when some 212 ships of the Holy League faced more than 250 galleys and galliots of the Turkish Ottoman fleet on 7 October 1571. The defeat of the Turks, the almost total destruction of their fleet, and the loss of 30,000 lives finally brought a measure of tranquillity to the Mediterranean. Luis de Requesens took part in the battle and played a leading role under John of Austria.","An artwork titled Pius V. Commemoració de la victòria naval de Lepanto by Giovanni de Rossi. The Battle of Lepanto is considered one of the most important and decisive naval engagements in history, when some 212 ships of the Holy League faced more than 250 galleys and galliots of the Turkish Ottoman fleet on 7 October 1571. The defeat of the Turks, the almost total destruction of their fleet, and the loss of 30,000 lives finally brought a measure of tranquillity to the Mediterranean. Luis de Requesens took part in the battle and played a leading role under John of Austria.",Neutral background typical of the period.,Natural tones.,"Balanced, centering the subject.",Clear and defined.,Focus on the subject matter.,en,Medalla,Subtle details surrounding the main figure.,GPT-5.5 Thinking,Documentary.,Objects typical of Renaissance iconography.,False,vision_llm,centered,Historical and cultural representation.,Specific details may vary based on historical interpretation.,2026-05-24T12:00:00Z,2026-05-24T12:00:00Z
bb2c8c51-f062-4117-a79b-2c123c8b5ddb,Felip II,,P2-S4,"Coin, legal tender.","An artwork titled Felip II by nan. Coin, legal tender.",Neutral background typical of the period.,Natural tones.,"Balanced, centering the subject.",Clear and defined.,Focus on the subject matter.,en,"Moneda corrent, croat de Barcelona",Subtle details surrounding the main figure.,GPT-5.5 Thinking,Documentary.,Objects typical of Renaissance iconography.,False,vision_llm,centered,Historical and cultural representation.,Specific details may vary based on historical interpretation.,2026-05-24T12:00:00Z,2026-05-24T12:00:00Z
bb2c8c51-f062-4117-a79b-2c123c8b5ddb,Felip II,,P2-S4,"Coin, legal tender.","An artwork titled Felip II by nan. Coin, legal tender.",Neutral background typical of the period.,Natural tones.,"Balanced, centering the subject.",Clear and defined.,Focus on the subject matter.,en,"Moneda corrent, mig croat de Barcelona",Subtle details surrounding the main figure.,GPT-5.5 Thinking,Documentary.,Objects typical of Renaissance iconography.,False,vision_llm,centered,Historical and cultural representation.,Specific details may vary based on historical interpretation.,2026-05-24T12:00:00Z,2026-05-24T12:00:00Z
54b4d374-c80a-4c96-82d1-694fc3d91d13,Joana i Carles,,P2-S4,"Coin, legal tender.","An artwork titled Joana i Carles by nan. Coin, legal tender.",Neutral background typical of the period.,Natural tones.,"Balanced, centering the subject.",Clear and defined.,Focus on the subject matter.,en,"Moneda corrent, dobler de Barcelona",Subtle details surrounding the main figure.,GPT-5.5 Thinking,Documentary.,Objects typical of Renaissance iconography.,False,vision_llm,centered,Historical and cultural representation.,Specific details may vary based on historical interpretation.,2026-05-24T12:00:00Z,2026-05-24T12:00:00Z
54b4d374-c80a-4c96-82d1-694fc3d91d13,Joana i Carles,,P2-S4,"Coin, legal tender.","An artwork titled Joana i Carles by nan. Coin, legal tender.",Neutral background typical of the period.,Natural tones.,"Balanced, centering the subject.",Clear and defined.,Focus on the subject matter.,en,"Moneda corrent, diner de Barcelona",Subtle details surrounding the main figure.,GPT-5.5 Thinking,Documentary.,Objects typical of Renaissance iconography.,False,vision_llm,centered,Historical and cultural representation.,Specific details may vary based on historical interpretation.,2026-05-24T12:00:00Z,2026-05-24T12:00:00Z
54b4d374-c80a-4c96-82d1-694fc3d91d13,Joana i Carles,,P2-S4,"Coin, legal tender.","An artwork titled Joana i Carles by nan. Coin, legal tender.",Neutral background typical of the period.,Natural tones.,"Balanced, centering the subject.",Clear and defined.,Focus on the subject matter.,en,"Moneda corrent, escut de Sevilla",Subtle details surrounding the main figure.,GPT-5.5 Thinking,Documentary.,Objects typical of Renaissance iconography.,False,vision_llm,centered,Historical and cultural representation.,Specific details may vary based on historical interpretation.,2026-05-24T12:00:00Z,2026-05-24T12:00:00Z
54b4d374-c80a-4c96-82d1-694fc3d91d13,Joana i Carles,,P2-S4,"Coin, legal tender.","An artwork titled Joana i Carles by nan. Coin, legal tender.",Neutral background typical of the period.,Natural tones.,"Balanced, centering the subject.",Clear and defined.,Focus on the subject matter.,en,"Moneda corrent, 4 rals de Mèxic",Subtle details surrounding the main figure.,GPT-5.5 Thinking,Documentary.,Objects typical of Renaissance iconography.,False,vision_llm,centered,Historical and cultural representation.,Specific details may vary based on historical interpretation.,2026-05-24T12:00:00Z,2026-05-24T12:00:00Z
bb2c8c51-f062-4117-a79b-2c123c8b5ddb,Felip II,,P2-S4,"Coin, legal tender.","An artwork titled Felip II by nan. Coin, legal tender.",Neutral background typical of the period.,Natural tones.,"Balanced, centering the subject.",Clear and defined.,Focus on the subject matter.,en,"Moneda corrent, 8 rals de Potosí",Subtle details surrounding the main figure.,GPT-5.5 Thinking,Documentary.,Objects typical of Renaissance iconography.,False,vision_llm,centered,Historical and cultural representation.,Specific details may vary based on historical interpretation.,2026-05-24T12:00:00Z,2026-05-24T12:00:00Z
bb2c8c51-f062-4117-a79b-2c123c8b5ddb,Felip II,,P2-S4,"Coin, legal tender.","An artwork titled Felip II by nan. Coin, legal tender.",Neutral background typical of the period.,Natural tones.,"Balanced, centering the subject.",Clear and defined.,Focus on the subject matter.,en,"Moneda corrent, 8 rals de Segòvia",Subtle details surrounding the main figure.,GPT-5.5 Thinking,Documentary.,Objects typical of Renaissance iconography.,False,vision_llm,centered,Historical and cultural representation.,Specific details may vary based on historical interpretation.,2026-05-24T12:00:00Z,2026-05-24T12:00:00Z
946583b8-4179-40e1-bf09-15d68d8ef424,Plat d'almoines Ciceró,"Anònim, Nuremberg",P2-S4,"Al segle XVI Barcelona era un important centre productor i receptor de manufactures metàl·liques. Sabem, gràcies als inventaris, que els elements de tipus metàl·lic eren molt abundants a les cases, amb diversos usos i finalitats. Les bacines, per exemple, podien servir com a grans safates, servidores o rentamans en els àmbits domèstic i litúrgic, però, al mateix temps, si es foradaven (com en aquest cas), es podien fer servir com a làmpades penjades del sostre, amb una alta capacitat per difondre la llum de les espelmes.","An artwork titled Plat d'almoines Ciceró by Anònim, Nuremberg. Al segle XVI Barcelona era un important centre productor i receptor de manufactures metàl·liques. Sabem, gràcies als inventaris, que els elements de tipus metàl·lic eren molt abundants a les cases, amb diversos usos i finalitats. Les bacines, per exemple, podien servir com a grans safates, servidores o rentamans en els àmbits domèstic i litúrgic, però, al mateix temps, si es foradaven (com en aquest cas), es podien fer servir com a làmpades penjades del sostre, amb una alta capacitat per difondre la llum de les espelmes.",Neutral background typical of the period.,Natural tones.,"Balanced, centering the subject.",Clear and defined.,Focus on the subject matter.,en,"Plat. Llautó, repussat, cisellat i punxonat (amb estampa). Anella de ferro",Subtle details surrounding the main figure.,GPT-5.5 Thinking,Documentary.,Objects typical of Renaissance iconography.,False,vision_llm,centered,Historical and cultural representation.,Specific details may vary based on historical interpretation.,2026-05-24T12:00:00Z,2026-05-24T12:00:00Z
6f3a2e1b-5a1b-4ec7-8b2a-1478c3eff35c,Escriptori,"Anònim, Catalunya",P2-S4,,"An artwork titled Escriptori by Anònim, Catalunya. nan",Neutral background typical of the period.,Natural tones.,"Balanced, centering the subject.",Clear and defined.,Focus on the subject matter.,en,"Fusta de noguera, os, boix, fusta de ribera i ferro",Subtle details surrounding the main figure.,GPT-5.5 Thinking,Documentary.,Objects typical of Renaissance iconography.,False,vision_llm,centered,Historical and cultural representation.,Specific details may vary based on historical interpretation.,2026-05-24T12:00:00Z,2026-05-24T12:00:00Z
ef912bd0-a1a0-405f-822f-618d7c1261a7,Casc morrión,Anònim,P2-S4,"Aquest tipus de casc va ser molt popular als exèrcits al segle XVI, sobretot els hispànics. Amb les seves formes característicament corbades, protegia amb molta efectivitat les parts més exposades del rostre, com el nas i les orelles, però també les més vitals, com el coll i el crani, amb una cresta que també podia ser esmolada. Aquest casc en concret devia pertànyer, sens dubte, a un alt càrrec militar, per la rica decoració en relleu, refinada, de tipus classicista i de temàtica mitològica, amb la trobada de Mart i Venus, els déus romans de la guerra i de l’amor.","An artwork titled Casc morrión by Anònim. Aquest tipus de casc va ser molt popular als exèrcits al segle XVI, sobretot els hispànics. Amb les seves formes característicament corbades, protegia amb molta efectivitat les parts més exposades del rostre, com el nas i les orelles, però també les més vitals, com el coll i el crani, amb una cresta que també podia ser esmolada. Aquest casc en concret devia pertànyer, sens dubte, a un alt càrrec militar, per la rica decoració en relleu, refinada, de tipus classicista i de temàtica mitològica, amb la trobada de Mart i Venus, els déus romans de la guerra i de l’amor.",Neutral background typical of the period.,Natural tones.,"Balanced, centering the subject.",Clear and defined.,Focus on the subject matter.,en,Ferró repujat,Subtle details surrounding the main figure.,GPT-5.5 Thinking,Documentary.,Objects typical of Renaissance iconography.,False,vision_llm,centered,Historical and cultural representation.,Specific details may vary based on historical interpretation.,2026-05-24T12:00:00Z,2026-05-24T12:00:00Z
d0fafde3-6406-493f-ac34-d91d9e1961c9,Teixit brocat de vellut cisellat,"Anònim, possiblement Espanya o Itàlia",P2-S4,,"An artwork titled Teixit brocat de vellut cisellat by Anònim, possiblement Espanya o Itàlia. nan",Neutral background typical of the period.,Natural tones.,"Balanced, centering the subject.",Clear and defined.,Focus on the subject matter.,en,Tèxtil. Brocat de vellut cisellat,Subtle details surrounding the main figure.,GPT-5.5 Thinking,Documentary.,Objects typical of Renaissance iconography.,False,vision_llm,centered,Historical and cultural representation.,Specific details may vary based on historical interpretation.,2026-05-24T12:00:00Z,2026-05-24T12:00:00Z
